,dhs_id,site_id,site_name,latitude,longitude,rural_urban,country,country_id,continent_id,month_start,year_start,month_end,year_end,lower_age,upper_age,examined,positive,pr,species,method,rdt_type,pcr_type,malaria_metrics_available,location_available,permissions_info,citation1,citation2,citation3
15857,,14121,Ikuini,-3.1795,37.6588,RURAL,Tanzania,TZA,Africa,4,2002,5,2002,0,4,158,54,0.3418,P. falciparum,Microscopy,,,true,true,,"Drakeley, C.J., Carneiro, I., Reyburn, H., Malima, R., Lusingu, J.P., Cox, J., Theander, T.G., Nkya, W.M., Lemnge, M.M. and Riley, E.M. (2005).  <b>Altitude-dependent and -independent variations in <i>Plasmodium falciparum</i> prevalence in northeastern Tanzania.</b> <i>The Journal of Infectious Diseases</i>, <b>191</b>(10):1589-98","Drakeley, C.J., . (2005) personal communication.",
15858,,14117,Kambi Ya Simba,-3.5997,37.7104,RURAL,Tanzania,TZA,Africa,10,2001,11,2001,0,4,164,10,0.061,P. falciparum,Microscopy,,,true,true,,"Drakeley, C.J., Carneiro, I., Reyburn, H., Malima, R., Lusingu, J.P., Cox, J., Theander, T.G., Nkya, W.M., Lemnge, M.M. and Riley, E.M. (2005).  <b>Altitude-dependent and -independent variations in <i>Plasmodium falciparum</i> prevalence in northeastern Tanzania.</b> <i>The Journal of Infectious Diseases</i>, <b>191</b>(10):1589-98","Drakeley, C.J., . (2005) personal communication.",
15859,,14117,Kambi Ya Simba,-3.5997,37.7104,RURAL,Tanzania,TZA,Africa,4,2002,5,2002,0,4,160,8,0.05,P. falciparum,Microscopy,,,true,true,,"Drakeley, C.J., Carneiro, I., Reyburn, H., Malima, R., Lusingu, J.P., Cox, J., Theander, T.G., Nkya, W.M., Lemnge, M.M. and Riley, E.M. (2005).  <b>Altitude-dependent and -independent variations in <i>Plasmodium falciparum</i> prevalence in northeastern Tanzania.</b> <i>The Journal of Infectious Diseases</i>, <b>191</b>(10):1589-98","Drakeley, C.J., . (2005) personal communication.",
15860,,14071,Kwadoe,-4.8482,38.4115,RURAL,Tanzania,TZA,Africa,10,2001,11,2001,0,4,164,8,0.0488,P. falciparum,Microscopy,,,true,true,,"Drakeley, C.J., Carneiro, I., Reyburn, H., Malima, R., Lusingu, J.P., Cox, J., Theander, T.G., Nkya, W.M., Lemnge, M.M. and Riley, E.M. (2005).  <b>Altitude-dependent and -independent variations in <i>Plasmodium falciparum</i> prevalence in northeastern Tanzania.</b> <i>The Journal of Infectious Diseases</i>, <b>191</b>(10):1589-98","Drakeley, C.J., . (2005) personal communication.",
15861,,14071,Kwadoe,-4.8482,38.4115,RURAL,Tanzania,TZA,Africa,4,2002,5,2002,0,4,164,10,0.061,P. falciparum,Microscopy,,,true,true,,"Drakeley, C.J., Carneiro, I., Reyburn, H., Malima, R., Lusingu, J.P., Cox, J., Theander, T.G., Nkya, W.M., Lemnge, M.M. and Riley, E.M. (2005).  <b>Altitude-dependent and -independent variations in <i>Plasmodium falciparum</i> prevalence in northeastern Tanzania.</b> <i>The Journal of Infectious Diseases</i>, <b>191</b>(10):1589-98","Drakeley, C.J., . (2005) personal communication.",
15862,,14120,Ngulu,-3.7892,37.7075,RURAL,Tanzania,TZA,Africa,10,2001,11,2001,0,4,176,16,0.0909,P. falciparum,Microscopy,,,true,true,,"Drakeley, C.J., Carneiro, I., Reyburn, H., Malima, R., Lusingu, J.P., Cox, J., Theander, T.G., Nkya, W.M., Lemnge, M.M. and Riley, E.M. (2005).  <b>Altitude-dependent and -independent variations in <i>Plasmodium falciparum</i> prevalence in northeastern Tanzania.</b> <i>The Journal of Infectious Diseases</i>, <b>191</b>(10):1589-98","Drakeley, C.J., . (2005) personal communication.",
15863,,14120,Ngulu,-3.7892,37.7075,RURAL,Tanzania,TZA,Africa,4,2002,5,2002,0,4,158,6,0.038,P. falciparum,Microscopy,,,true,true,,"Drakeley, C.J., Carneiro, I., Reyburn, H., Malima, R., Lusingu, J.P., Cox, J., Theander, T.G., Nkya, W.M., Lemnge, M.M. and Riley, E.M. (2005).  <b>Altitude-dependent and -independent variations in <i>Plasmodium falciparum</i> prevalence in northeastern Tanzania.</b> <i>The Journal of Infectious Diseases</i>, <b>191</b>(10):1589-98","Drakeley, C.J., . (2005) personal communication.",
15864,,5864,Mgome,-5.2131,38.8646,RURAL,Tanzania,TZA,Africa,10,2001,11,2001,0,4,154,92,0.5974,P. falciparum,Microscopy,,,true,true,,"Drakeley, C.J., Carneiro, I., Reyburn, H., Malima, R., Lusingu, J.P., Cox, J., Theander, T.G., Nkya, W.M., Lemnge, M.M. and Riley, E.M. (2005).  <b>Altitude-dependent and -independent variations in <i>Plasmodium falciparum</i> prevalence in northeastern Tanzania.</b> <i>The Journal of Infectious Diseases</i>, <b>191</b>(10):1589-98","Drakeley, C.J., . (2005) personal communication.",
15865,,5864,Mgome,-5.2131,38.8646,RURAL,Tanzania,TZA,Africa,4,2002,5,2002,0,4,158,134,0.8481,P. falciparum,Microscopy,,,true,true,,"Drakeley, C.J., Carneiro, I., Reyburn, H., Malima, R., Lusingu, J.P., Cox, J., Theander, T.G., Nkya, W.M., Lemnge, M.M. and Riley, E.M. (2005).  <b>Altitude-dependent and -independent variations in <i>Plasmodium falciparum</i> prevalence in northeastern Tanzania.</b> <i>The Journal of Infectious Diseases</i>, <b>191</b>(10):1589-98","Drakeley, C.J., . (2005) personal communication.",
15866,,14056,Pugu Kajiungeni,-6.901,39.116,URBAN,Tanzania,TZA,Africa,9,1988,9,1988,5,14,50,34.15,0.683,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15867,,14056,Pugu Kajiungeni,-6.901,39.116,URBAN,Tanzania,TZA,Africa,9,1989,9,1989,5,14,50,16.15,0.323,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15868,,14056,Pugu Kajiungeni,-6.901,39.116,URBAN,Tanzania,TZA,Africa,9,1990,9,1990,5,14,50,22.4,0.448,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15869,,14056,Pugu Kajiungeni,-6.901,39.116,URBAN,Tanzania,TZA,Africa,9,1991,9,1991,5,14,50,19.4,0.388,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15870,,14056,Pugu Kajiungeni,-6.901,39.116,URBAN,Tanzania,TZA,Africa,1,1993,1,1993,5,14,50,15.4,0.308,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15871,,14056,Pugu Kajiungeni,-6.901,39.116,URBAN,Tanzania,TZA,Africa,2,1994,2,1994,5,14,50,22,0.44,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15873,,14056,Pugu Kajiungeni,-6.901,39.116,URBAN,Tanzania,TZA,Africa,8,1995,8,1995,5,14,50,8.75,0.175,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15874,,14051,Oysterbay,-6.784,39.282,URBAN,Tanzania,TZA,Africa,9,1988,9,1988,5,14,50,2.75,0.055,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15875,,14051,Oysterbay,-6.784,39.282,URBAN,Tanzania,TZA,Africa,9,1989,9,1989,5,14,50,1.25,0.025,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15876,,14051,Oysterbay,-6.784,39.282,URBAN,Tanzania,TZA,Africa,9,1990,9,1990,5,14,50,1.7,0.034,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15877,,14051,Oysterbay,-6.784,39.282,URBAN,Tanzania,TZA,Africa,9,1991,9,1991,5,14,50,1.25,0.025,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15878,,14051,Oysterbay,-6.784,39.282,URBAN,Tanzania,TZA,Africa,1,1993,1,1993,5,14,50,1,0.02,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15879,,14051,Oysterbay,-6.784,39.282,URBAN,Tanzania,TZA,Africa,2,1994,2,1994,5,14,50,1.5,0.03,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15880,,14051,Oysterbay,-6.784,39.282,URBAN,Tanzania,TZA,Africa,8,1995,8,1995,5,14,50,0.75,0.015,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15881,,14053,Kigamboni,-6.822,39.317,URBAN,Tanzania,TZA,Africa,9,1988,9,1988,5,14,50,20.5,0.41,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15882,,14053,Kigamboni,-6.822,39.317,URBAN,Tanzania,TZA,Africa,9,1989,9,1989,5,14,50,5.45,0.109,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15883,,14053,Kigamboni,-6.822,39.317,URBAN,Tanzania,TZA,Africa,9,1990,9,1990,5,14,50,5.1,0.102,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15884,,14053,Kigamboni,-6.822,39.317,URBAN,Tanzania,TZA,Africa,9,1991,9,1991,5,14,50,4.95,0.099,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15885,,14053,Kigamboni,-6.822,39.317,URBAN,Tanzania,TZA,Africa,1,1993,1,1993,5,14,50,9.4,0.188,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15886,,14053,Kigamboni,-6.822,39.317,URBAN,Tanzania,TZA,Africa,2,1994,2,1994,5,14,50,7.15,0.143,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15887,,14053,Kigamboni,-6.822,39.317,URBAN,Tanzania,TZA,Africa,8,1995,8,1995,5,14,50,4.65,0.093,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15888,,14183,Mabokweni,-5.034,39.05,RURAL,Tanzania,TZA,Africa,4,1989,4,1989,5,14,50,32.1,0.642,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15889,,14183,Mabokweni,-5.034,39.05,RURAL,Tanzania,TZA,Africa,11,1989,11,1989,5,14,50,24.1,0.482,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15890,,14183,Mabokweni,-5.034,39.05,RURAL,Tanzania,TZA,Africa,5,1990,5,1990,5,14,50,29.15,0.583,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15891,,14183,Mabokweni,-5.034,39.05,RURAL,Tanzania,TZA,Africa,11,1990,11,1990,5,14,50,26.05,0.521,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15892,,14183,Mabokweni,-5.034,39.05,RURAL,Tanzania,TZA,Africa,5,1991,5,1991,5,14,50,19.85,0.397,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15893,,14183,Mabokweni,-5.034,39.05,RURAL,Tanzania,TZA,Africa,2,1992,2,1992,5,14,50,19.15,0.383,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15894,,14183,Mabokweni,-5.034,39.05,RURAL,Tanzania,TZA,Africa,11,1992,11,1992,5,14,50,26.6,0.532,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15895,,14183,Mabokweni,-5.034,39.05,RURAL,Tanzania,TZA,Africa,5,1993,5,1993,5,14,50,27.7,0.554,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15896,,14183,Mabokweni,-5.034,39.05,RURAL,Tanzania,TZA,Africa,1,1994,1,1994,5,14,50,30.55,0.611,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15897,,14183,Mabokweni,-5.034,39.05,RURAL,Tanzania,TZA,Africa,8,1994,8,1994,5,14,50,25.3,0.506,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15898,,14055,Kongowe,-6.919,39.249,URBAN,Tanzania,TZA,Africa,9,1988,9,1988,5,14,50,36.75,0.735,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15899,,14055,Kongowe,-6.919,39.249,URBAN,Tanzania,TZA,Africa,9,1989,9,1989,5,14,50,19.15,0.383,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15900,,14055,Kongowe,-6.919,39.249,URBAN,Tanzania,TZA,Africa,9,1990,9,1990,5,14,50,13.65,0.273,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15901,,14055,Kongowe,-6.919,39.249,URBAN,Tanzania,TZA,Africa,9,1991,9,1991,5,14,50,19.35,0.387,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15902,,14055,Kongowe,-6.919,39.249,URBAN,Tanzania,TZA,Africa,1,1993,1,1993,5,14,50,14.85,0.297,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15903,,14055,Kongowe,-6.919,39.249,URBAN,Tanzania,TZA,Africa,2,1994,2,1994,5,14,50,11.85,0.237,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15904,,14186,Machui,-5.167,39.099,RURAL,Tanzania,TZA,Africa,5,1991,5,1991,5,14,50,25.75,0.515,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15905,,14186,Machui,-5.167,39.099,RURAL,Tanzania,TZA,Africa,2,1992,2,1992,5,14,50,22.9,0.458,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15906,,14186,Machui,-5.167,39.099,RURAL,Tanzania,TZA,Africa,10,1992,10,1992,5,14,50,6,0.12,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
15907,,14186,Machui,-5.167,39.099,RURAL,Tanzania,TZA,Africa,5,1993,5,1993,5,14,50,21,0.42,P. falciparum,Microscopy,,,true,true,,"Yamagata, Y. (1996). <i>Malaria control in the United Republic of Tanzania (1993-1996). Review of Tanzania-Japan urban malaria control project (UMCP) in Dar es Salaam and Tanga, (1988-1996).</i> . Dar es Salaam. Ministry of Health. ",,
